music_id,singer_id,role
3569,1,Main Artist
4248,2,Main Artist
12934,3,Main Artist
14299,4,Main Artist
2214,5,Main Artist
17335,6,Main Artist
10966,7,Main Artist
10048,8,Main Artist
17783,9,Main Artist
15785,10,Main Artist
18103,11,Main Artist
19818,12,Main Artist
7516,13,Main Artist
7764,14,Main Artist
18486,15,Main Artist
14895,16,Main Artist
2679,17,Main Artist
15430,18,Main Artist
19339,19,Main Artist
15750,20,Main Artist
11594,21,Main Artist
6927,22,Main Artist
12225,23,Main Artist
10072,24,Main Artist
12238,25,Main Artist
15391,26,Main Artist
16727,27,Main Artist
7548,28,Main Artist
15541,29,Main Artist
7765,30,Main Artist
19300,31,Main Artist
18777,32,Main Artist
14782,33,Main Artist
14061,34,Main Artist
421,35,Main Artist
9919,36,Main Artist
812,37,Main Artist
17222,38,Main Artist
5804,39,Main Artist
9975,40,Main Artist
3076,41,Main Artist
14847,42,Main Artist
771,43,Main Artist
14061,44,Main Artist
1235,45,Main Artist
14206,46,Main Artist
5666,47,Main Artist
1938,48,Main Artist
19424,49,Main Artist
15949,50,Main Artist
11362,51,Main Artist
914,52,Main Artist
11102,53,Main Artist
19524,54,Main Artist
1515,55,Main Artist
10734,56,Main Artist
1073,57,Main Artist
13325,58,Main Artist
16299,59,Main Artist
12277,60,Main Artist
15309,61,Main Artist
15880,62,Main Artist
9987,63,Main Artist
1794,64,Main Artist
10891,65,Main Artist
4137,66,Main Artist
14028,67,Main Artist
235,68,Main Artist
12276,69,Main Artist
1337,70,Main Artist
5621,71,Main Artist
12465,72,Main Artist
9875,73,Main Artist
10309,74,Main Artist
9226,75,Main Artist
19482,76,Main Artist
11871,77,Main Artist
3257,78,Main Artist
13948,79,Main Artist
12349,80,Main Artist
4983,81,Main Artist
18910,82,Main Artist
11565,83,Main Artist
4842,84,Main Artist
2714,85,Main Artist
19488,86,Main Artist
13749,87,Main Artist
9029,88,Main Artist
10525,89,Main Artist
11250,90,Main Artist
16419,91,Main Artist
8354,92,Main Artist
17680,93,Main Artist
10825,94,Main Artist
9502,95,Main Artist
8587,96,Main Artist
4913,97,Main Artist
11685,98,Main Artist
12126,99,Main Artist
11039,100,Main Artist
917,101,Main Artist
8418,102,Main Artist
6534,103,Main Artist
12259,104,Main Artist
4466,105,Main Artist
9407,106,Main Artist
16852,107,Main Artist
17760,108,Main Artist
7129,109,Main Artist
14323,110,Main Artist
3235,111,Main Artist
19668,112,Main Artist
11183,113,Main Artist
13108,114,Main Artist
12318,115,Main Artist
14827,116,Main Artist
13868,117,Main Artist
5504,118,Main Artist
10033,119,Main Artist
1790,120,Main Artist
8738,121,Main Artist
317,122,Main Artist
8258,123,Main Artist
18792,124,Main Artist
14590,125,Main Artist
3043,126,Main Artist
13931,127,Main Artist
1736,128,Main Artist
7919,129,Main Artist
16098,130,Main Artist
3443,131,Main Artist
3996,132,Main Artist
11173,133,Main Artist
18742,134,Main Artist
7656,135,Main Artist
15344,136,Main Artist
17511,137,Main Artist
1862,138,Main Artist
5032,139,Main Artist
17571,140,Main Artist
9596,141,Main Artist
7219,142,Main Artist
13574,143,Main Artist
18013,144,Main Artist
16413,145,Main Artist
6894,146,Main Artist
3781,147,Main Artist
16482,148,Main Artist
1297,149,Main Artist
14339,150,Main Artist
11275,151,Main Artist
11035,152,Main Artist
6085,153,Main Artist
2939,154,Main Artist
15682,155,Main Artist
14981,156,Main Artist
2145,157,Main Artist
7363,158,Main Artist
15348,159,Main Artist
8593,160,Main Artist
12681,161,Main Artist
11969,162,Main Artist
15254,163,Main Artist
7497,164,Main Artist
14339,165,Main Artist
11718,166,Main Artist
17565,167,Main Artist
3630,168,Main Artist
16486,169,Main Artist
943,170,Main Artist
1274,171,Main Artist
18403,172,Main Artist
6538,173,Main Artist
12271,174,Main Artist
15111,175,Main Artist
19351,176,Main Artist
17759,177,Main Artist
8914,178,Main Artist
6567,179,Main Artist
2626,180,Main Artist
12566,181,Main Artist
8882,182,Main Artist
649,183,Main Artist
19206,184,Main Artist
15117,185,Main Artist
13730,186,Main Artist
14189,187,Main Artist
200,188,Main Artist
1699,189,Main Artist
14547,190,Main Artist
1136,191,Main Artist
9683,192,Main Artist
16741,193,Main Artist
505,194,Main Artist
5556,195,Main Artist
1237,196,Main Artist
10999,197,Main Artist
15860,198,Main Artist
11827,199,Main Artist
9486,200,Main Artist
1768,201,Main Artist
13382,202,Main Artist
14640,203,Main Artist
4411,204,Main Artist
11494,205,Main Artist
9241,206,Main Artist
7593,207,Main Artist
6967,208,Main Artist
8823,209,Main Artist
416,210,Main Artist
3738,211,Main Artist
18935,212,Main Artist
7303,213,Main Artist
1999,214,Main Artist
1471,215,Main Artist
15706,216,Main Artist
5893,217,Main Artist
13302,218,Main Artist
14390,219,Main Artist
12999,220,Main Artist
17165,221,Main Artist
4336,222,Main Artist
7634,223,Main Artist
6066,224,Main Artist
10611,225,Main Artist
13731,226,Main Artist
1387,227,Main Artist
14410,228,Main Artist
13067,229,Main Artist
19403,230,Main Artist
9640,231,Main Artist
2026,232,Main Artist
2060,233,Main Artist
1151,234,Main Artist
18244,235,Main Artist
4314,236,Main Artist
15295,237,Main Artist
10284,238,Main Artist
3647,239,Main Artist
7461,240,Main Artist
16424,241,Main Artist
14719,242,Main Artist
8207,243,Main Artist
9766,244,Main Artist
3373,245,Main Artist
13464,246,Main Artist
11138,247,Main Artist
12651,248,Main Artist
8684,249,Main Artist
3295,250,Main Artist
6851,251,Main Artist
17779,252,Main Artist
19888,253,Main Artist
11686,254,Main Artist
4050,255,Main Artist
16583,256,Main Artist
10018,257,Main Artist
15511,258,Main Artist
19315,259,Main Artist
16368,260,Main Artist
8423,261,Main Artist
442,262,Main Artist
13902,263,Main Artist
18122,264,Main Artist
31,265,Main Artist
15300,266,Main Artist
18417,267,Main Artist
19564,268,Main Artist
6328,269,Main Artist
19160,270,Main Artist
1189,271,Main Artist
7730,272,Main Artist
4378,273,Main Artist
19149,274,Main Artist
7234,275,Main Artist
16790,276,Main Artist
2838,277,Main Artist
17651,278,Main Artist
6988,279,Main Artist
7567,280,Main Artist
16532,281,Main Artist
18224,282,Main Artist
15175,283,Main Artist
3290,284,Main Artist
16941,285,Main Artist
17245,286,Main Artist
6888,287,Main Artist
8370,288,Main Artist
5438,289,Main Artist
5098,290,Main Artist
7118,291,Main Artist
4899,292,Main Artist
11682,293,Main Artist
17258,294,Main Artist
8731,295,Main Artist
11910,296,Main Artist
5723,297,Main Artist
15599,298,Main Artist
3635,299,Main Artist
8519,300,Main Artist
16917,301,Main Artist
12441,302,Main Artist
13559,303,Main Artist
4523,304,Main Artist
5897,305,Main Artist
15389,306,Main Artist
8595,307,Main Artist
8248,308,Main Artist
15432,309,Main Artist
13402,310,Main Artist
11535,311,Main Artist
700,312,Main Artist
14493,313,Main Artist
16070,314,Main Artist
2094,315,Main Artist
19588,316,Main Artist
6115,317,Main Artist
13346,318,Main Artist
18591,319,Main Artist
11393,320,Main Artist
12747,321,Main Artist
1086,322,Main Artist
6793,323,Main Artist
9930,324,Main Artist
8125,325,Main Artist
962,326,Main Artist
6221,327,Main Artist
15046,328,Main Artist
5828,329,Main Artist
11347,330,Main Artist
12087,331,Main Artist
11006,332,Main Artist
3053,333,Main Artist
16881,334,Main Artist
11901,335,Main Artist
14999,336,Main Artist
4779,337,Main Artist
18651,338,Main Artist
1086,339,Main Artist
7101,340,Main Artist
12522,341,Main Artist
5136,342,Main Artist
16056,343,Main Artist
942,344,Main Artist
13836,345,Main Artist
7708,346,Main Artist
4964,347,Main Artist
15606,348,Main Artist
6882,349,Main Artist
2652,350,Main Artist
5431,351,Main Artist
3024,352,Main Artist
14417,353,Main Artist
15659,354,Main Artist
13011,355,Main Artist
9499,356,Main Artist
11085,357,Main Artist
2510,358,Main Artist
18581,359,Main Artist
8015,360,Main Artist
16599,361,Main Artist
15994,362,Main Artist
11226,363,Main Artist
3144,364,Main Artist
2743,365,Main Artist
13558,366,Main Artist
1777,367,Main Artist
224,368,Main Artist
6980,369,Main Artist
2987,370,Main Artist
19308,371,Main Artist
7323,372,Main Artist
15119,373,Main Artist
4205,374,Main Artist
17922,375,Main Artist
19229,376,Main Artist
1330,377,Main Artist
1983,378,Main Artist
8448,379,Main Artist
19150,380,Main Artist
301,381,Main Artist
13947,382,Main Artist
16171,383,Main Artist
19406,384,Main Artist
3133,385,Main Artist
19432,386,Main Artist
16648,387,Main Artist
18307,388,Main Artist
4358,389,Main Artist
14759,390,Main Artist
1972,391,Main Artist
12609,392,Main Artist
5947,393,Main Artist
2468,394,Main Artist
2586,395,Main Artist
3980,396,Main Artist
11595,397,Main Artist
14307,398,Main Artist
2133,399,Main Artist
4662,400,Main Artist
112,401,Main Artist
7914,402,Main Artist
